sample_id,sample_type,alumina_content,silica_content,calcia_content,sintering_temperature,holding_time,heating_rate,cooling_rate,alpha_alumina_phase,calcium_aluminate_phase,mullite_phase,glass_phase,grain_size,grain_uniformity,total_porosity,closed_porosity,open_porosity,pore_size,fracture_toughness,flexural_strength,youngs_modulus
CER-1167,random_validation,86.22,6.28,7.5,1513.8,6.7,7,11.9,77.3,15,9.9,11.8,1.26,0.5,10.52,6.69,3.83,3.1,3,517.8,312.4
CER-1168,random_validation,87.54,4.67,7.8,1571,2.8,6.6,6.6,79.9,15,7.5,7.7,0.82,0.48,13.05,5.73,7.32,0.99,3,546.8,313.9
CER-1169,random_validation,91.34,3.47,5.19,1525.7,4,5.7,4.8,83.9,12.7,6,6.1,0.54,0.439,11.62,5.81,5.82,2.91,2.56,638.2,314.3
CER-1170,random_validation,93.03,4.69,2.28,1698.3,2.2,9.6,11.4,91.3,7,10.4,4.3,1.78,0.5,12.81,5.23,7.58,0.1,2.33,535.8,313.8
CER-1171,random_validation,91.21,7.44,1.35,1675.4,2.6,7,10.7,89.7,4.6,13.7,7.2,1.88,0.5,12.53,5.39,7.14,0.1,2.5,502.1,307.4
CER-1172,random_validation,96.13,1.43,2.44,1537.4,6.7,8.3,6.3,88,6.3,2.2,3.4,1.18,0.45,9.12,5.78,3.34,1.78,2.87,613.4,347.1
CER-1173,random_validation,94.57,1.93,3.51,1592.6,5.2,5.3,12.9,89.6,9.8,3.2,4.8,1.61,0.5,10.98,6.16,4.81,0.1,2.92,592.6,322.5
CER-1174,random_validation,89.52,3.95,6.52,1570.2,2,17.4,12.4,83.5,15,5.2,8.8,0.5,0.5,16.14,6.49,9.65,1.53,2.29,527.7,275.4
CER-1175,random_validation,91.9,6.71,1.39,1636.9,5,11.6,6.3,90.3,5.5,13.7,4.4,1.95,0.407,9.92,5.45,4.47,0.1,2.87,596.8,341.9
CER-1176,random_validation,88.96,5.25,5.79,1653.2,7,7.1,12.6,85.8,15,11,6.4,2.79,0.496,8.38,5.43,2.95,0.1,3.25,628.1,354.7
CER-1177,random_validation,92.74,3.15,4.11,1555.8,4.6,5.7,8.1,89.4,10.8,5.6,5.4,1.02,0.5,11.36,6.02,5.34,1.59,2.99,585.4,316.1
CER-1178,random_validation,89.85,9.04,1.11,1698.4,2,7.9,12.5,90.4,4.7,17.8,7.5,1.94,0.5,13.12,5.27,7.85,0.1,2.56,505.3,309.2
CER-1179,random_validation,87.33,8.53,4.14,1683.6,2.9,14.1,7.8,86,11.8,17.5,6.6,1.37,0.5,12.57,5.56,7,0.1,2.78,556,301.8
CER-1180,random_validation,88.44,9.75,1.8,1609,2.6,17.2,10.4,83.3,3.8,17,10.2,0.72,0.5,14.98,6.41,8.57,0.1,2.61,505.8,288
CER-1181,random_validation,96.85,2.14,1.01,1610.5,7.5,17,14.7,94.7,4.5,4.3,3.9,1.72,0.5,9.38,6.33,3.06,0.1,2.72,639.1,344.8
CER-1182,random_validation,86.95,5.74,7.31,1546,4.9,19.7,5.4,79.4,15,11.3,8,0.5,0.5,12.37,6.73,5.64,1.67,2.96,638.4,303.6
CER-1183,random_validation,89.15,9.16,1.68,1550.3,5.5,18.4,11.1,82.6,3.8,16.7,11.6,0.5,0.5,12.64,7.25,5.39,1.71,2.49,580,303.9
CER-1184,random_validation,86.78,7.96,5.25,1601.2,6.1,7.9,13.8,84.6,14.1,15,11,1.53,0.5,10.63,6.42,4.22,0.1,2.79,566.6,327
CER-1185,random_validation,87.89,6.7,5.41,1532.8,7.8,14.2,13.9,81.8,13.8,10.9,12,1.15,0.463,11.16,7.7,3.46,1.8,2.88,546.9,303.8
CER-1186,random_validation,90.35,8.2,1.45,1636.9,5.2,8.4,11.1,87.2,6.4,15.4,8.3,2.13,0.455,10.73,6.01,4.73,0.1,2.69,568.6,321.2
CER-1187,random_validation,87.45,11.02,1.53,1541.1,3.3,8.2,6.8,80.9,3.5,19.9,11.7,0.5,0.5,13.42,6.23,7.19,2.16,3.05,531.2,288.5
CER-1188,random_validation,88.35,4.63,7.02,1669.8,2.9,8,13.3,87.8,15,8.7,7.8,1.77,0.5,13.16,5.86,7.3,0.1,2.36,499.5,312.1
CER-1189,random_validation,93.83,4.06,2.12,1640.8,3.7,9.1,13.6,93,6.4,6.9,6,1.74,0.5,12.39,5.98,6.41,0.1,2.64,534.3,318.6
CER-1190,random_validation,88.7,7,4.31,1532.1,2.9,7.2,5.1,79.3,11.4,12.3,8.6,0.55,0.5,13.81,6.15,7.66,3.43,3.23,521.4,295.5
CER-1191,random_validation,85.96,5.83,8.21,1633.7,5.4,13.9,10.6,83.6,15,11.5,8.1,2.12,0.5,10.28,5.88,4.41,0.1,2.56,567.4,322.7
CER-1192,random_validation,93.02,4.3,2.68,1530.9,3.8,13,8.6,83.7,5.8,6.3,7.8,0.5,0.5,14.21,6.94,7.27,3.1,2.94,534.2,281.7
CER-1193,random_validation,91.2,5.49,3.31,1678.6,4.9,19.7,13.2,93.7,10.4,11.3,5.9,1.81,0.5,11.55,6.31,5.24,0.1,2.84,568.6,324
CER-1194,random_validation,87.08,4.64,8.28,1576.3,6.9,15.4,14.6,83.2,15,8.2,10.1,1.47,0.5,10.87,7.04,3.83,0.32,2.57,544.1,309.4
CER-1195,random_validation,90.91,7.91,1.17,1517.2,2.2,7.4,11.5,81.3,1.7,12.7,11.6,0.5,0.5,15.6,6.42,9.18,4.2,2.78,477.6,276.5
CER-1196,random_validation,96.27,2.69,1.04,1505.4,3.9,9.6,3.9,86.2,1.8,4.1,5.5,0.61,0.5,12.63,6.28,6.35,4.07,2.34,564,312.3
CER-1197,random_validation,96.14,1.4,2.46,1596.2,2.6,5.9,6.1,90.3,7.7,3,2.7,1.19,0.5,12.96,5.55,7.41,0.1,2.54,536.6,311.1
CER-1198,random_validation,92.28,3.73,3.99,1627.4,2.5,6.3,14.6,87.1,11.7,6,7.2,1.31,0.5,14.13,6.03,8.1,0.1,2.39,469.7,295.7
CER-1199,random_validation,87.78,9.15,3.07,1681.8,5.9,7.2,3.1,88.7,11,20,5.2,2.61,0.488,7.95,4.72,3.23,0.1,3.37,687.4,340
CER-1200,random_validation,92.62,4.54,2.83,1507.6,3.8,9.2,10.1,82.3,7.2,6.8,8.3,0.5,0.5,14.02,6.87,7.16,4.14,2.68,537.1,292.4
CER-1201,random_validation,92.18,6.98,0.84,1599.7,6.7,17.5,5,89.1,2.8,14.6,5.6,1.13,0.447,8.86,5.62,3.24,0.1,2.52,650.7,337.3
CER-1202,random_validation,85.22,10.71,4.06,1645.1,7.3,7.1,7.9,82.2,12.1,20,9.1,2.18,0.389,6.51,4.31,2.19,0.1,2.55,664.5,354.1
CER-1203,random_validation,90.7,7.14,2.16,1590.4,6.2,19.3,9.6,87.3,5.5,14,7.3,1.32,0.5,10.65,6.52,4.13,0.1,2.76,580.4,332.7
CER-1204,random_validation,93.14,5.41,1.45,1542.5,4.7,14,5.4,85.8,3.5,9.9,6.8,0.91,0.499,12.18,6.51,5.68,2.1,2.71,522,312.3
CER-1205,random_validation,90.73,8.29,0.98,1659.8,7.5,7.6,11.2,92,5.8,17.6,7.2,2.71,0.487,6.61,4.47,2.14,0.1,2.98,718.7,362.1
CER-1206,random_validation,88.37,7.23,4.4,1541.5,5.7,17.9,4,83.8,10.7,14.3,8.5,0.53,0.5,11.3,6.63,4.67,2.34,3.13,668.9,321.6
CER-1207,random_validation,90.13,5.49,4.38,1620.8,4.3,7.5,12.8,86.1,13.4,10.3,7.7,1.39,0.5,11.46,5.92,5.54,0.1,2.7,535.8,321.3
CER-1208,random_validation,93.58,1.94,4.48,1566.5,2.4,8.6,13.3,86.1,11.7,2.6,7.2,1.11,0.5,15.42,6.48,8.95,1.51,2.42,456.4,296
CER-1209,random_validation,95.17,3.2,1.63,1590,3.3,10,8.5,89.1,5.4,6.6,4.9,1.39,0.5,12.57,5.85,6.72,0.1,3.05,524.3,308.7
CER-1210,random_validation,89.87,7.81,2.32,1600.1,2.8,13.8,14.7,83.3,6.8,12.4,10.7,0.58,0.5,15.71,6.94,8.77,0.1,2.33,516.1,278.5
CER-1211,random_validation,85.58,6.39,8.02,1685.8,2.8,13.9,6.4,86.5,15,14.4,6.3,1.87,0.5,12.66,5.55,7.1,0.1,2.7,542.1,320.6
CER-1212,random_validation,92.12,5.06,2.82,1543.8,5.4,7.8,4,85.1,7,9.8,5.3,0.99,0.475,9.62,5.47,4.15,1.54,2.63,622.4,334.2
CER-1213,random_validation,91.06,4.38,4.55,1588.8,2.6,18.2,6.6,86.2,11.1,8.1,5.6,0.63,0.5,14.93,6.46,8.47,0.33,2.55,517.8,289.6
CER-1214,random_validation,92.23,6.65,1.12,1592.4,7.8,17.7,14.2,89.1,3.3,12.7,8.2,1.65,0.479,9.36,6.44,2.92,0.1,2.95,595.2,333.1
CER-1215,random_validation,95.62,1.68,2.7,1506.5,3.3,6.7,2.2,85.7,6.6,2.8,4,0.5,0.444,12.34,5.73,6.61,4.31,2.69,612.9,322.7
CER-1216,random_validation,96.72,1.36,1.92,1512.2,3.4,19.2,12.9,87.3,3.7,1,6.1,0.5,0.5,15.76,7.44,8.32,4.47,3,505.1,289.9
CER-1217,random_validation,85.3,9.74,4.96,1627.9,7.4,18.9,10.4,87,13.8,18.8,10.7,1.87,0.5,8.79,5.87,2.92,0.1,2.81,640.3,343.3
CER-1218,random_validation,87,7.77,5.23,1506.2,5.6,12.3,5,79.7,12.2,13.5,9.9,0.98,0.5,11.85,6.86,4.99,3.92,3.2,510.1,309.4
CER-1219,random_validation,92.14,3.31,4.55,1561,6.4,5.1,13.1,86.4,12.2,6,7.1,1.55,0.465,11.25,6.97,4.28,0.95,2.87,533.2,317.4
CER-1220,random_validation,91.17,3.75,5.08,1518.2,6.5,13.9,14.5,82.4,12.3,5.1,8.9,1.12,0.5,11.89,7.4,4.49,3.1,2.89,493.1,309
CER-1221,random_validation,88.13,6.61,5.26,1546.5,4.7,13.2,3.3,80,13.2,11.7,7.4,0.8,0.5,11.06,5.92,5.14,1.77,3.06,582.5,317.7
CER-1222,random_validation,94.29,4.97,0.75,1505.2,3,9.5,6.6,85.6,0.7,7.6,7.5,0.5,0.5,14.87,6.71,8.16,4.25,2.76,486.3,292.2
CER-1223,random_validation,85.74,6.52,7.75,1651.8,4.6,15.6,9,84.7,15,12.7,6.8,1.57,0.5,11.03,5.83,5.2,0.1,2.75,546.3,324.6
CER-1224,random_validation,92.78,3.16,4.07,1648.4,4.7,18.2,8.9,91.4,11.5,6.5,2.6,1.53,0.5,11.77,6.3,5.46,0.1,2.49,580.6,326.5
CER-1225,random_validation,88.76,3.91,7.33,1558.1,3.1,19.2,7.6,83.3,15,6.3,7.6,0.5,0.5,14.04,6.36,7.67,1.86,2.7,572,289.1
CER-1226,random_validation,95.17,4.25,0.57,1585.7,5.9,14.4,10.1,90.2,2.3,8.6,5,1.27,0.5,11.49,6.82,4.66,0.1,2.84,545.6,324
CER-1227,random_validation,92.1,6.4,1.5,1564.3,6.2,17.5,3.9,86.4,4,12.5,5.2,0.91,0.418,10.68,6.52,4.16,0.54,2.78,631.1,326.8
CER-1228,random_validation,85.89,11.86,2.26,1679.6,4.4,10.1,3.2,85,7.6,20,6.7,2.32,0.5,9.8,5.11,4.68,0.1,2.87,576.9,334
CER-1229,random_validation,91.25,4.02,4.73,1684.6,6,11.4,3.7,89.9,13.3,10.6,1.1,2.66,0.486,7.69,4.63,3.06,0.1,2.98,710.2,368.5
CER-1230,random_validation,86.84,6.71,6.44,1556.2,4.7,18.2,6.7,79.7,15,12.1,9.7,0.75,0.5,12.61,6.78,5.84,1.14,2.93,545.1,304.5
CER-1231,random_validation,93.36,5.79,0.85,1564.2,6.7,7.6,7.7,89.7,4.1,11.2,6.7,1.28,0.5,7.55,4.79,2.76,0.15,2.42,653.3,347.8
CER-1232,random_validation,86.11,8.3,5.59,1695,4.2,9.9,4.6,86.4,15,17.7,5,2.56,0.486,10.49,5.34,5.15,0.1,2.7,587.5,334
CER-1233,random_validation,89.06,6.25,4.69,1692.8,4.8,9.7,5.3,88.6,14.9,15.5,3.2,2.68,0.5,8.92,4.83,4.09,0.1,3.18,643.1,351.4
CER-1234,random_validation,96.93,1.24,1.83,1620,6,7.9,13.5,93.5,6.2,3.2,3,1.96,0.5,10.89,6.52,4.36,0.1,2.71,598.4,339.2
CER-1235,random_validation,86.71,11.27,2.02,1632.2,3.2,15.3,6.5,83.1,6.1,20,9.8,1.16,0.5,13.35,6.17,7.19,0.1,2.7,491.2,292.7
CER-1236,random_validation,95.66,2.69,1.66,1555.9,7.1,14.4,4.6,89.4,4.6,6.8,4,1.14,0.5,8.88,5.81,3.07,1.02,2.31,670.4,340.3
CER-1237,random_validation,88.66,4.78,6.56,1596.5,6.7,13.9,3.2,86,15,11.3,4,1.92,0.422,8.67,5.5,3.17,0.1,2.84,685.9,349
CER-1238,random_validation,91.18,3.07,5.75,1624.4,7.7,15,14.4,89.6,15,6.4,5.7,2.06,0.5,8.94,6.14,2.8,0.1,2.76,644.1,344.7
CER-1239,random_validation,92.18,5.64,2.18,1689.6,2.3,12.6,10.1,90.5,6.7,11.1,4.5,1.94,0.5,13.22,5.45,7.77,0.1,2.5,488.4,315.5
CER-1240,random_validation,89.88,4.55,5.57,1545.9,5.3,8.8,2.1,82.8,14.4,9.3,5.6,0.77,0.42,11.14,6.27,4.87,1.6,2.66,621.6,326.3
CER-1241,random_validation,93.58,5.54,0.89,1533,3.6,19.4,7.2,85.6,0.8,8.2,7.9,0.5,0.5,14.08,6.76,7.31,2.68,2.88,559.5,290.4
CER-1242,random_validation,86.28,5.88,7.84,1552,6.7,5.2,10.2,81.8,15,10.2,9.4,1.49,0.483,9.17,5.82,3.35,0.99,3.08,577.6,333.1
CER-1243,random_validation,92.94,4.52,2.54,1616.4,4.1,15.4,8.3,90.2,7.1,8.9,4.6,0.97,0.5,12.43,6.26,6.17,0.1,2.8,559.1,324.1
CER-1244,random_validation,93,4.65,2.35,1618.8,3.7,17.2,8.2,89,6.9,10.1,4.4,0.75,0.5,13.98,6.81,7.17,0.1,2.11,567.3,304.6
CER-1245,random_validation,96.26,3.21,0.53,1561.4,5.5,12.8,9.9,90.6,1.5,6.5,4.7,1.02,0.492,12.22,7.01,5.21,0.88,2.86,534.9,319.3
CER-1246,random_validation,93.89,3.75,2.36,1633.7,4.9,9.9,8.2,90.5,7.4,7.6,4.1,1.53,0.5,9.39,5.11,4.29,0.1,2.49,658.1,343.9
CER-1247,random_validation,92.2,5.71,2.09,1563,7.2,6.9,10.3,85.2,7,10.4,7.5,1.98,0.5,8.83,5.81,3.02,0.47,2.68,623.3,339
CER-1248,random_validation,94.28,3.88,1.85,1692.5,7.7,11.3,7.2,96.2,8,11.3,1.5,2.97,0.497,6.8,4.67,2.13,0.1,3.02,720.7,377.8
CER-1249,random_validation,89.54,6.51,3.94,1558.8,4.6,19.2,3.4,84.6,9.3,12.8,6,0.5,0.5,11.58,6.15,5.43,0.92,2.54,664.9,318.1
CER-1250,random_validation,88.88,7.35,3.77,1642.5,3.9,12.6,10.6,87.4,9.8,14,7.8,1.67,0.5,11.21,5.57,5.64,0.1,2.53,539.4,319.5
CER-1251,random_validation,93.69,3.02,3.29,1605,2.3,11.5,8.4,88,8.8,6.1,4.8,1.23,0.5,13.92,5.79,8.13,0.1,2.4,520.6,308.9
CER-1252,random_validation,94.83,3.12,2.05,1656.3,3.9,18.8,14.4,93.1,6.1,6,4.8,1.48,0.5,13.13,6.51,6.62,0.1,2.7,531.4,309.5
CER-1253,random_validation,86.98,5.42,7.6,1664.7,4.2,14.5,11.2,86.2,15,11.2,7.5,1.81,0.478,11.32,5.77,5.55,0.1,2.85,541.2,319.1
CER-1254,random_validation,96.9,2,1.1,1628.4,4.3,15.8,14.3,93,3,3.4,4.9,1.52,0.5,13.08,6.72,6.36,0.1,2.59,480.5,306.5
CER-1255,random_validation,91.5,4.71,3.79,1626.3,6.8,18.1,3.7,90.9,11.2,11,2.6,1.77,0.436,8.3,5.31,2.99,0.1,2.55,670.1,365.7
CER-1256,random_validation,91.6,7.41,0.99,1594.1,2.6,18.4,12.1,87.2,2.4,11.9,10,0.61,0.5,16.06,6.9,9.16,0.36,2.28,493.3,277.5
CER-1257,random_validation,96.79,2.53,0.67,1644.2,3.8,16.6,10.5,95.7,3.1,6.4,3.3,1.4,0.5,14.02,6.89,7.13,0.1,2.83,526.5,308.9
CER-1258,random_validation,96.85,1.14,2.02,1625,6.3,17.2,4.3,93.8,6.8,4.6,0.2,1.62,0.5,9.11,5.58,3.53,0.1,2.65,651.3,354.5
CER-1259,random_validation,90.87,7.21,1.92,1593.2,2.1,11.7,9,85.1,5.1,12,7.7,0.68,0.5,13.34,5.42,7.93,0.1,2.94,538.8,300.9
CER-1260,random_validation,91.77,7.1,1.13,1626.2,5.3,11.9,5.1,87.8,4.1,15.4,5.7,1.71,0.5,10.16,5.76,4.41,0.1,2.53,599.2,329.7
CER-1261,random_validation,91.95,3.74,4.31,1532.7,6.9,13.7,5.3,85.9,11,7.8,5.4,0.7,0.487,8.36,5.39,2.97,2.04,3.48,690,340.5
CER-1262,random_validation,96.98,1.06,1.96,1557.1,6.9,9.3,12.6,89.3,6,1.8,4.9,1.51,0.5,10.44,6.74,3.71,1.16,3.11,583.9,326.4
CER-1263,random_validation,86.26,10.01,3.73,1526.8,3.8,12.6,3.2,76.9,8.8,18.2,9.5,0.5,0.482,12.75,6.23,6.52,3.17,2.86,565.3,296.2
CER-1264,random_validation,92.8,4.09,3.11,1572.7,2.3,17.6,5.5,85.7,6.5,7.9,6,0.5,0.5,15.39,6.37,9.03,1.21,2.79,527.8,288.9
CER-1265,random_validation,85.77,11.72,2.51,1531,4.8,8,8.1,78.8,7,19.7,12,0.77,0.485,11.42,6.18,5.24,2.44,3.09,561.3,307.8
CER-1266,random_validation,95.93,1.57,2.5,1529.6,3.1,14.5,14.5,87.7,4.8,1,7.9,0.5,0.5,15.61,7.1,8.51,3.58,2.78,498.9,287
CER-1267,random_validation,95.25,4.28,0.48,1501.2,4.6,8.2,9.9,85.6,0.8,4.8,7.3,0.6,0.5,12.05,6.39,5.66,4.41,2.68,585.1,309.6
CER-1268,random_validation,86.85,11.76,1.39,1588,5,7.8,11.6,82.6,4.8,20,11.7,1.19,0.5,10.86,5.99,4.88,0.1,2.6,535,311.2
CER-1269,random_validation,96.36,2,1.65,1621.4,2.7,12.5,10.7,90.7,4.8,3.7,2.4,1.16,0.5,14.31,6.21,8.1,0.1,2.61,495.5,313.6
CER-1270,random_validation,91.96,6.81,1.24,1526.8,5.2,8.6,11.1,83.2,3,10.2,9.7,0.64,0.493,12.08,6.77,5.31,3.07,2.82,550.8,310
CER-1271,random_validation,95.68,1.42,2.9,1643.7,6.4,10.2,5,94.6,9.8,5.6,0.3,2.1,0.412,6.87,4.25,2.62,0.1,2.5,713.2,372.1
CER-1272,random_validation,93.54,3.14,3.31,1552.4,4,11.7,9.8,87.5,9,4.7,5.9,0.83,0.5,13.32,6.66,6.66,1.48,2.99,548.3,316.1
CER-1273,random_validation,89.84,8.01,2.15,1672.2,5.4,14.2,14.5,90.7,6.1,16.1,8.1,2.03,0.5,10.61,6.04,4.57,0.1,2.89,564.6,329.9
CER-1274,random_validation,91.92,6.73,1.35,1584.5,5.5,16.1,4.6,87.7,4,13.9,4.7,1.21,0.479,10.34,5.97,4.37,0.1,2.85,607.7,337
CER-1275,random_validation,88.94,5.82,5.23,1694.8,5.3,15.2,10.1,91.3,15,12.8,4.3,1.91,0.5,9.3,5.27,4.03,0.1,2.86,666.5,341.9
CER-1276,random_validation,91.62,5.66,2.72,1648,2.1,11,9.8,88.7,8.6,11.9,6.4,1.23,0.5,14.36,5.84,8.53,0.1,2.88,491,296
CER-1277,random_validation,88.53,9.02,2.44,1580.4,6.1,17.4,8.9,85.4,7.1,16.7,10.4,1.04,0.5,11.33,6.88,4.46,0.1,2.87,569.8,319.9
CER-1278,random_validation,89.57,7.97,2.46,1541.9,4.4,12.5,7,81.6,6,14.3,9.2,0.5,0.499,12.82,6.65,6.17,2.19,2.86,610,303
CER-1279,random_validation,94.82,3.34,1.84,1699.6,4,13.1,5.9,96.4,5.7,8.9,0.7,2.48,0.5,11.21,5.61,5.59,0.1,2.4,579.1,344.9
CER-1280,random_validation,94.3,4.15,1.54,1676.7,6.9,11.5,6.5,95.2,6.7,10.6,1.4,2.22,0.462,7.62,4.92,2.7,0.1,2.95,694.2,367.7
CER-1281,random_validation,90.31,7.7,1.99,1683.6,2.5,17.8,11,89,6,15.6,6.5,1.39,0.5,14.11,6.01,8.1,0.1,2.66,473.5,298.2
CER-1282,random_validation,87.98,5.08,6.94,1698.1,6.3,18.9,4.6,89.2,15,13,2.6,2.33,0.5,7.12,4.37,2.75,0.1,2.55,688.9,365.5
CER-1283,random_validation,85.76,12.15,2.09,1504.1,4.9,13.7,7,79.8,4.4,20,12,0.5,0.437,12.95,7.05,5.9,4.27,2.95,578.3,301.9
CER-1284,random_validation,85.7,12.86,1.44,1697.5,3.3,5.2,12.1,86.6,6.6,20,10.6,2.55,0.5,12.62,5.87,6.75,0.1,2.75,463.1,298.3
CER-1285,random_validation,85.14,9.7,5.16,1572.6,7.7,18.3,5.2,83.1,13.2,18.5,8.9,1.08,0.48,8.18,5.62,2.56,0.35,2.96,663,339.5
CER-1286,random_validation,96.16,1.64,2.2,1532.7,2.8,18.8,2.2,86.3,4.9,2.9,3.2,0.5,0.5,13.83,6.07,7.77,3.27,2.68,558.8,303.6
CER-1287,random_validation,96.48,1.5,2.02,1551.2,2.8,12.8,8.1,87.6,4.4,1.4,4.4,0.5,0.5,14.8,6.49,8.31,2.21,2.56,547.4,296.5
CER-1288,random_validation,88.98,8.11,2.91,1678,4.1,19.5,12.3,87.5,8.2,17.2,7.6,1.66,0.5,11.83,5.99,5.84,0.1,2.5,519.2,325.9
CER-1289,random_validation,92.61,3.83,3.56,1609.8,5.5,18,2.9,89.6,10,9.2,2.1,1.38,0.5,10.74,6.19,4.54,0.1,3.07,606.1,333.6
CER-1290,random_validation,86.33,11.07,2.6,1618,4.9,16.8,11.8,82.6,7.2,20,11.1,1.26,0.5,13,7.11,5.89,0.1,2.78,496.9,298.4
CER-1291,random_validation,92.52,5.56,1.92,1648.8,4.5,8.3,13.7,92.6,6.3,10.1,6.5,1.82,0.5,11.35,5.93,5.41,0.1,2.58,558.7,321.5
CER-1292,random_validation,85.49,7.94,6.57,1664.9,6.7,11.7,12.8,86.2,15,16.4,7.6,2.64,0.5,8.14,5.17,2.96,0.1,3.05,666.1,351.7
CER-1293,random_validation,85.23,6.84,7.92,1553.5,5.6,10.5,3.6,78.7,15,12.8,8.2,1.17,0.419,9.53,5.52,4.01,1.28,3.26,616.6,312.6
CER-1294,random_validation,86.17,9.35,4.48,1506.3,6.4,18.1,6.8,78.9,11.7,16.9,12,0.81,0.5,11.19,6.92,4.27,3.64,3.19,548.1,311.2
CER-1295,random_validation,96.83,1.59,1.58,1591.3,7.1,14.1,6.4,93.1,6,3.9,2.4,1.57,0.43,9.04,5.92,3.12,0.1,2.64,679.9,346
CER-1296,random_validation,87.08,5.4,7.52,1671.5,3.3,10.4,4.3,85.8,15,12,3.7,1.62,0.454,11.06,5.12,5.93,0.1,3.22,601.7,331.8
CER-1297,random_validation,89.41,8.13,2.46,1592.3,7,6.1,9.1,87.9,8.4,16.6,7.7,1.88,0.455,8.85,5.74,3.11,0.1,2.87,623,348.4
CER-1298,random_validation,93.02,3.13,3.86,1520.8,2.9,7.9,10.4,83.6,9.1,4.4,8.2,0.55,0.5,14.79,6.6,8.19,4.03,2.91,516.7,283.7
CER-1299,random_validation,93.7,5.23,1.07,1657.7,7.7,11.4,2.7,94.3,4.5,13.5,0.9,2.61,0.46,5.28,3.62,1.66,0.1,2.81,750.1,385.9
CER-1300,random_validation,94.49,3.86,1.64,1547.7,2.1,16.4,6.3,85.1,2.9,6,6.2,0.5,0.5,16,6.5,9.49,2.34,2.31,528.6,289.3
CER-1301,random_validation,87.31,10.81,1.88,1675.7,2.5,15.8,14.3,86,5.3,19.9,11,1.41,0.5,14.63,6.18,8.45,0.1,2.62,478.8,286.9
CER-1302,random_validation,87.34,9.9,2.76,1678.3,7.8,5.9,7.5,88.7,10.5,19.9,6.3,3.21,0.402,5.39,3.72,1.67,0.1,3.44,713.6,364.2
CER-1303,random_validation,90.93,3.36,5.71,1672.3,3.9,18.4,4.2,89.9,15,8.3,1.6,1.15,0.5,10.93,5.42,5.51,0.1,2.7,646.9,342.6
CER-1304,random_validation,96.62,2.4,0.98,1626.6,7.9,18.3,9.1,94.4,4.4,5.8,2.6,2.13,0.5,7.4,5.13,2.27,0.1,2.84,678.1,370.1
CER-1305,random_validation,89.38,5.22,5.4,1697.1,6.7,14.9,13.3,89.9,15,11.8,5.5,2.47,0.5,9.82,6.23,3.58,0.1,2.94,610,329.8
CER-1306,random_validation,87.41,7,5.59,1504.1,4.2,12.2,2.3,79.3,13.5,12.2,8.6,0.5,0.459,12.74,6.48,6.26,3.95,2.66,589.2,296.7
CER-1307,random_validation,85.27,12.22,2.51,1605.7,4.9,10.2,12.3,82.4,6.8,20,12,1.92,0.5,11.63,6.32,5.3,0.1,2.82,483.8,306
CER-1308,random_validation,96.24,2.01,1.75,1563.8,4.9,15.2,7.8,89.7,3.5,3.1,4,0.76,0.5,11.92,6.5,5.41,1.17,2.71,594.7,321.5
CER-1309,random_validation,88.47,5.61,5.92,1514,6.7,18.1,11,81.6,14.1,9.3,9.9,0.5,0.5,11.42,7.25,4.17,3.34,3.17,631.6,313.2
CER-1310,random_validation,92,6.84,1.16,1632,4.4,12.7,13.7,88.4,3.5,12,7.5,2.02,0.5,11.85,6.14,5.71,0.1,2.5,494.4,316.9
CER-1311,random_validation,90.26,7.19,2.56,1676.4,5.3,9.3,9.5,90.4,9.7,14.8,6.4,2.42,0.5,9.2,5.2,4,0.1,2.53,605.4,337.3
CER-1312,random_validation,95.72,2.51,1.78,1523.3,3.1,16.1,2.5,87.1,4,4.5,4.2,0.5,0.5,14.54,6.62,7.92,3.45,3.03,556.1,305.9
CER-1313,random_validation,93.86,2.78,3.36,1502.7,4.1,5.1,7,85.2,8.7,3.2,6,0.89,0.5,13.1,6.6,6.5,4.45,3.06,479.6,304.6
CER-1314,random_validation,87.23,5.03,7.74,1647.1,4.7,16.3,8.4,85.6,15,11.7,5.9,1.27,0.5,11.33,6.05,5.29,0.1,2.9,556.9,331.8
CER-1315,random_validation,91.65,6.35,2,1681.8,3.4,8.8,9.7,92.6,7.5,13.6,5.3,1.94,0.476,11.37,5.37,6,0.1,2.2,579.4,317
CER-1316,random_validation,90.01,7.22,2.77,1566.5,4.9,13.8,4.7,85,6.9,13.8,6.7,1.28,0.484,10.44,5.68,4.76,0.72,3.17,584.1,335.7
CER-1317,random_validation,85.7,8.59,5.71,1677.4,7.2,6.5,9.4,88.1,15,17.8,8,2.98,0.419,5.87,3.86,2.01,0.1,2.91,704.9,368.9
CER-1318,random_validation,88.86,5.3,5.84,1650.5,7.8,8.1,2,87.9,15,13.3,1.8,2.74,0.416,5.3,3.65,1.64,0.1,3.19,755.2,383.4
CER-1319,random_validation,87.91,9.41,2.68,1575.6,4.9,14.5,8.1,84,6.7,17,10.4,0.84,0.5,12.7,6.9,5.8,0.45,2.7,523.7,299.4
CER-1320,random_validation,96.66,1.44,1.9,1614.3,4.5,17.2,3.5,93.7,5.7,4.8,0,1.08,0.5,10.42,5.48,4.94,0.1,2.68,659,344.6
CER-1321,random_validation,86.25,8.2,5.54,1511.6,6.1,8.1,5.4,77.7,14.6,14.8,10.1,0.99,0.41,9.04,5.48,3.56,3.34,3.31,610.2,333.1
